,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-07-27 08:00:00,08:00:00,08:00:58,19379,20208,2166.5,39,2166.75,131,2166.75,2166.75,2166.0,2166.5,367,-149,2166.5,39,2166.75,129
2016-07-27 08:01:00,08:01:00,08:01:58,20215,20473,2166.5,44,2166.75,128,2166.5,2166.75,2166.25,2166.25,172,-90,2166.25,85,2166.5,50
2016-07-27 08:02:00,08:02:00,08:02:59,20486,21126,2166.25,85,2166.5,35,2166.5,2167.0,2166.25,2167.0,265,145,2166.75,52,2167.0,130
2016-07-27 08:03:00,08:03:00,08:03:59,21154,21746,2166.75,72,2167.0,114,2167.0,2167.25,2166.75,2167.0,301,173,2167.0,80,2167.25,114
2016-07-27 08:04:00,08:04:02,08:04:55,21766,22057,2167.0,73,2167.25,116,2167.0,2167.25,2166.75,2167.0,151,-15,2167.0,41,2167.25,135
2016-07-27 08:05:00,08:05:00,08:05:59,22067,22364,2167.0,63,2167.25,135,2167.0,2167.0,2166.75,2167.0,109,-79,2166.75,102,2167.0,41
2016-07-27 08:06:00,08:06:00,08:06:44,22375,22532,2166.75,103,2167.0,25,2166.75,2167.25,2166.75,2167.0,73,37,2167.0,99,2167.25,98
2016-07-27 08:07:00,08:07:00,08:07:57,22543,22751,2167.0,101,2167.25,95,2167.0,2167.25,2167.0,2167.25,54,26,2167.0,110,2167.25,86
2016-07-27 08:08:00,08:08:00,08:08:56,22764,23078,2167.0,112,2167.25,84,2167.0,2167.25,2166.75,2166.75,151,-119,2166.75,110,2167.0,62
2016-07-27 08:09:00,08:09:00,08:09:59,23097,23246,2166.75,104,2167.0,80,2166.75,2167.0,2166.75,2166.75,27,-15,2166.75,116,2167.0,89
2016-07-27 08:10:00,08:10:00,08:10:55,23248,23534,2166.75,116,2167.0,107,2166.75,2167.0,2166.75,2166.75,211,-123,2166.5,75,2166.75,42
2016-07-27 08:11:00,08:11:01,08:11:58,23559,23772,2166.5,77,2166.75,35,2166.5,2167.0,2166.5,2167.0,80,0,2166.75,43,2167.0,97
2016-07-27 08:12:00,08:12:06,08:12:59,23798,24325,2166.75,62,2167.0,81,2167.0,2167.25,2167.0,2167.0,242,38,2167.0,50,2167.25,120
2016-07-27 08:13:00,08:13:00,08:13:58,24331,24855,2167.0,50,2167.25,119,2167.0,2167.5,2167.0,2167.5,207,53,2167.25,30,2167.5,187
2016-07-27 08:14:00,08:14:00,08:14:59,24867,25286,2167.25,29,2167.5,190,2167.25,2167.5,2167.0,2167.0,172,-120,2166.75,99,2167.0,2
2016-07-27 08:15:00,08:15:00,08:15:52,25344,25844,2166.75,78,2167.0,36,2166.75,2167.25,2166.75,2167.0,121,13,2167.0,27,2167.25,74
2016-07-27 08:16:00,08:16:00,08:16:55,25865,26456,2167.0,14,2167.25,73,2167.0,2167.25,2166.5,2166.5,258,-42,2166.5,89,2166.75,34
2016-07-27 08:17:00,08:17:02,08:17:54,26497,26998,2166.5,72,2166.75,51,2166.75,2166.75,2166.25,2166.5,164,-24,2166.25,101,2166.5,93
2016-07-27 08:18:00,08:18:03,08:18:55,27059,27361,2166.25,130,2166.5,82,2166.5,2166.75,2166.5,2166.5,126,42,2166.5,35,2166.75,79
2016-07-27 08:19:00,08:19:01,08:19:58,27380,27685,2166.5,9,2166.75,79,2166.5,2166.5,2166.25,2166.5,56,-40,2166.25,169,2166.75,90
2016-07-27 08:20:00,08:20:00,08:20:59,27705,28039,2166.5,2,2166.75,87,2166.5,2166.75,2166.25,2166.75,53,-29,2166.5,33,2166.75,85
2016-07-27 08:21:00,08:21:00,08:21:55,28043,28169,2166.5,35,2166.75,85,2166.5,2166.75,2166.5,2166.75,18,4,2166.5,194,2166.75,27
2016-07-27 08:22:00,08:22:00,08:22:59,28180,28436,2166.5,196,2166.75,18,2166.75,2166.75,2166.25,2166.25,386,-318,2166.25,83,2166.5,61
2016-07-27 08:23:00,08:23:08,08:23:58,28452,28785,2166.25,93,2166.5,72,2166.5,2166.5,2166.25,2166.25,217,-35,2166.25,35,2166.5,91
2016-07-27 08:24:00,08:24:34,08:24:53,28836,28901,2166.25,14,2166.5,97,2166.25,2166.5,2166.25,2166.25,23,-21,2166.25,18,2166.5,97
2016-07-27 08:25:00,08:25:04,08:25:56,28929,29496,2166.25,7,2166.5,106,2166.25,2166.25,2165.75,2166.0,453,-245,2166.0,4,2166.25,103
2016-07-27 08:26:00,08:26:07,08:26:44,29522,29841,2166.0,26,2166.25,104,2166.25,2166.25,2165.5,2165.75,401,-231,2165.5,129,2165.75,1
2016-07-27 08:27:00,08:27:00,08:27:41,29904,30098,2165.5,123,2165.75,29,2165.75,2166.0,2165.75,2165.75,70,44,2165.75,65,2166.0,43
2016-07-27 08:28:00,08:28:04,08:28:52,30124,30322,2165.75,69,2166.0,70,2166.0,2166.0,2165.75,2166.0,29,-3,2165.75,70,2166.0,62
2016-07-27 08:29:00,08:29:00,08:29:59,30327,30763,2165.75,70,2166.0,65,2166.0,2166.0,2165.25,2165.5,309,-163,2165.5,23,2165.75,74
2016-07-27 08:30:00,08:30:00,08:30:45,30768,30890,2165.5,27,2165.75,74,2165.75,2165.75,2165.5,2165.75,57,45,2165.5,59,2165.75,34
2016-07-27 08:31:00,08:31:13,08:31:52,30924,31080,2165.5,56,2165.75,57,2165.75,2166.0,2165.5,2165.75,52,4,2165.5,97,2165.75,6
2016-07-27 08:32:00,08:32:00,08:32:56,31117,31387,2165.5,63,2165.75,42,2165.75,2166.0,2165.5,2166.0,111,-17,2165.75,11,2166.0,99
2016-07-27 08:33:00,08:33:00,08:33:59,31409,31656,2165.75,20,2166.0,99,2165.75,2166.0,2165.25,2165.5,260,-154,2165.25,47,2165.5,36
2016-07-27 08:34:00,08:34:00,08:34:54,31690,31994,2165.25,48,2165.5,29,2165.5,2165.75,2165.25,2165.25,96,10,2165.25,57,2165.5,52
2016-07-27 08:35:00,08:35:02,08:35:55,32003,32546,2165.25,63,2165.5,55,2165.25,2165.25,2164.75,2165.0,387,-157,2165.0,9,2165.25,88
2016-07-27 08:36:00,08:36:00,08:36:59,32553,32753,2165.0,18,2165.25,88,2165.25,2165.25,2165.0,2165.0,61,-25,2165.0,25,2165.25,90
2016-07-27 08:37:00,08:37:21,08:37:59,32818,33219,2165.0,79,2165.25,45,2165.0,2165.75,2165.0,2165.75,137,119,2165.5,6,2165.75,82
2016-07-27 08:38:00,08:38:00,08:38:58,33251,34291,2165.5,38,2165.75,77,2165.5,2166.25,2165.5,2166.25,309,123,2166.0,78,2166.25,27
2016-07-27 08:39:00,08:39:01,08:39:59,34310,35495,2166.0,80,2166.25,26,2166.25,2166.75,2166.0,2166.75,408,28,2166.5,44,2166.75,140
2016-07-27 08:40:00,08:40:00,08:40:59,35507,36290,2166.5,52,2166.75,139,2166.75,2166.75,2166.0,2166.5,503,-81,2166.5,25,2166.75,165
2016-07-27 08:41:00,08:41:07,08:41:56,36319,36774,2166.5,36,2166.75,166,2166.5,2166.75,2166.25,2166.5,123,-65,2166.25,75,2166.5,37
2016-07-27 08:42:00,08:42:03,08:42:57,36822,37169,2166.25,86,2166.5,4,2166.5,2166.5,2166.25,2166.25,99,-21,2166.0,97,2166.25,1
