,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-11-14 08:00:00,08:00:00,08:00:58,13344,13884,2167.5,51,2167.75,32,2167.75,2167.75,2167.0,2167.25,340,-92,2167.25,20,2167.5,22
2016-11-14 08:01:00,08:01:01,08:01:56,13907,14300,2167.25,30,2167.5,22,2167.5,2167.5,2167.0,2167.25,187,-51,2167.0,44,2167.25,4
2016-11-14 08:02:00,08:02:00,08:02:34,14323,14440,2167.0,38,2167.25,27,2167.0,2167.5,2167.0,2167.5,54,8,2167.25,20,2167.5,48
2016-11-14 08:03:00,08:03:00,08:03:56,14478,14611,2167.25,30,2167.5,47,2167.25,2167.5,2167.25,2167.5,38,-2,2167.25,29,2167.5,41
2016-11-14 08:04:00,08:04:00,08:04:49,14613,14867,2167.25,31,2167.5,41,2167.25,2167.5,2167.25,2167.5,156,32,2167.25,40,2167.5,32
2016-11-14 08:05:00,08:05:00,08:05:54,14883,15460,2167.25,44,2167.5,33,2167.25,2167.75,2167.25,2167.75,374,38,2167.5,106,2168.0,134
2016-11-14 08:06:00,08:06:02,08:06:50,15509,15803,2167.5,99,2167.75,7,2167.75,2168.0,2167.75,2167.75,170,38,2167.5,97,2168.0,134
2016-11-14 08:07:00,08:07:02,08:07:54,15829,16036,2167.5,103,2167.75,17,2167.75,2167.75,2167.25,2167.5,191,-79,2167.25,67,2167.75,63
2016-11-14 08:08:00,08:08:04,08:08:50,16080,16369,2167.25,68,2167.5,32,2167.5,2167.75,2167.25,2167.75,229,45,2167.5,6,2167.75,13
2016-11-14 08:09:00,08:09:00,08:09:46,16438,16867,2167.5,69,2167.75,40,2167.75,2168.0,2167.5,2167.5,259,57,2167.25,69,2167.75,73
2016-11-14 08:10:00,08:10:03,08:10:59,16943,17493,2167.25,63,2167.5,21,2167.5,2168.5,2167.5,2168.25,355,181,2168.25,21,2168.5,111
2016-11-14 08:11:00,08:11:01,08:11:59,17504,18138,2168.25,31,2168.5,108,2168.5,2168.75,2168.0,2168.5,633,275,2168.5,6,2168.75,105
2016-11-14 08:12:00,08:12:00,08:12:53,18145,18658,2168.5,8,2168.75,99,2168.5,2168.75,2168.25,2168.5,325,127,2168.5,42,2168.75,110
2016-11-14 08:13:00,08:13:02,08:13:56,18685,18966,2168.5,64,2168.75,97,2168.5,2168.75,2168.25,2168.5,174,-60,2168.5,5,2168.75,84
2016-11-14 08:14:00,08:14:01,08:14:59,18977,19618,2168.5,5,2168.75,80,2168.5,2169.5,2168.5,2169.0,840,478,2169.0,27,2169.25,96
2016-11-14 08:15:00,08:15:01,08:15:57,19624,19888,2169.0,28,2169.25,96,2169.0,2169.25,2169.0,2169.25,173,-43,2169.0,40,2169.25,73
2016-11-14 08:16:00,08:16:02,08:16:59,19932,20330,2169.0,45,2169.25,57,2169.25,2169.25,2168.75,2168.75,292,-26,2168.75,29,2169.0,64
2016-11-14 08:17:00,08:17:00,08:17:57,20344,20654,2168.75,18,2169.0,70,2169.0,2169.5,2168.75,2169.5,218,168,2169.25,92,2169.5,119
2016-11-14 08:18:00,08:18:03,08:18:54,20670,21033,2169.25,95,2169.5,110,2169.25,2169.5,2169.0,2169.25,255,-7,2169.25,47,2169.5,140
2016-11-14 08:19:00,08:19:00,08:19:55,21044,21463,2169.25,61,2169.5,141,2169.25,2169.5,2168.75,2168.75,394,-182,2168.75,49,2169.0,43
2016-11-14 08:20:00,08:20:00,08:20:57,21492,21649,2168.75,53,2169.0,62,2169.0,2169.0,2168.75,2168.75,39,17,2168.75,76,2169.0,42
2016-11-14 08:21:00,08:21:03,08:21:56,21667,21774,2168.75,73,2169.0,64,2168.75,2169.0,2168.75,2169.0,31,-13,2168.75,88,2169.0,48
2016-11-14 08:22:00,08:22:02,08:22:54,21794,22074,2168.75,94,2169.0,21,2169.0,2169.0,2168.75,2168.75,217,-1,2168.75,4,2169.0,97
2016-11-14 08:23:00,08:23:04,08:23:41,22107,22190,2168.75,41,2169.0,80,2168.75,2169.0,2168.75,2169.0,9,1,2168.75,49,2169.0,71
2016-11-14 08:24:00,08:24:01,08:24:54,22217,22373,2168.75,55,2169.0,66,2169.0,2169.0,2168.75,2169.0,107,91,2168.75,57,2169.0,26
2016-11-14 08:25:00,08:25:00,08:25:58,22385,22683,2168.75,60,2169.0,13,2168.75,2169.25,2168.75,2169.25,234,114,2169.0,56,2169.25,9
2016-11-14 08:26:00,08:26:09,08:26:58,22713,23011,2169.0,77,2169.25,15,2169.0,2169.5,2169.0,2169.5,195,83,2169.25,87,2169.5,16
2016-11-14 08:27:00,08:27:05,08:27:57,23031,23424,2169.25,87,2169.5,17,2169.5,2169.75,2169.25,2169.75,387,157,2169.5,59,2169.75,85
2016-11-14 08:28:00,08:28:02,08:28:57,23454,23820,2169.5,64,2169.75,92,2169.5,2170.0,2169.5,2169.75,380,250,2169.75,86,2170.0,620
2016-11-14 08:29:00,08:29:01,08:29:51,23835,24127,2169.75,78,2170.0,625,2169.75,2170.0,2169.5,2169.75,223,-35,2169.5,107,2169.75,20
2016-11-14 08:30:00,08:30:10,08:30:55,24177,24500,2169.5,90,2169.75,51,2169.75,2170.0,2169.75,2170.0,155,-13,2169.75,83,2170.0,578
2016-11-14 08:31:00,08:31:00,08:31:58,24507,24685,2169.75,78,2170.0,581,2170.0,2170.0,2169.75,2170.0,185,123,2169.75,154,2170.0,427
2016-11-14 08:32:00,08:32:00,08:32:58,24701,24802,2169.75,191,2170.0,428,2170.0,2170.0,2169.75,2169.75,42,-4,2169.75,138,2170.0,411
2016-11-14 08:33:00,08:33:00,08:33:58,24804,25750,2169.75,138,2170.0,417,2169.75,2171.0,2169.75,2170.5,1246,904,2170.25,64,2170.5,61
2016-11-14 08:34:00,08:34:00,08:34:59,25758,26577,2170.25,64,2170.5,72,2170.5,2171.0,2170.25,2170.5,764,10,2170.25,97,2170.5,252
2016-11-14 08:35:00,08:35:00,08:35:53,26582,27082,2170.25,98,2170.5,253,2170.25,2170.5,2170.0,2170.0,515,-143,2170.0,100,2170.25,27
2016-11-14 08:36:00,08:36:00,08:36:59,27093,28342,2170.0,99,2170.25,31,2170.0,2171.25,2170.0,2170.75,1248,690,2170.75,85,2171.0,64
2016-11-14 08:37:00,08:37:01,08:37:54,28369,29535,2170.75,53,2171.0,84,2170.75,2171.0,2170.25,2170.5,704,-178,2170.25,94,2170.5,1
2016-11-14 08:38:00,08:38:01,08:38:55,29567,29990,2170.5,25,2170.75,80,2170.5,2170.75,2170.5,2170.5,125,-9,2170.25,109,2170.5,13
2016-11-14 08:39:00,08:39:02,08:39:52,30007,30459,2170.25,105,2170.5,20,2170.25,2170.75,2170.25,2170.25,396,132,2170.25,65,2170.5,50
2016-11-14 08:40:00,08:40:02,08:40:58,30482,30804,2170.25,81,2170.5,32,2170.5,2170.75,2170.25,2170.5,118,-16,2170.25,103,2170.5,1
2016-11-14 08:41:00,08:41:00,08:41:55,30814,31230,2170.25,91,2170.5,11,2170.5,2170.75,2170.25,2170.5,183,-17,2170.5,59,2170.75,76
2016-11-14 08:42:00,08:42:04,08:42:59,31260,31626,2170.5,72,2170.75,62,2170.5,2170.75,2170.25,2170.25,208,-16,2170.25,17,2170.5,55
2016-11-14 08:43:00,08:43:05,08:43:58,31637,31946,2170.25,22,2170.5,55,2170.25,2170.75,2170.25,2170.5,107,31,2170.25,66,2170.75,74
2016-11-14 08:44:00,08:44:00,08:44:56,31957,32360,2170.25,62,2170.5,3,2170.5,2170.75,2170.25,2170.25,170,-28,2170.25,47,2170.5,46
2016-11-14 08:45:00,08:45:00,08:45:55,32405,33207,2170.25,28,2170.5,64,2170.25,2170.25,2169.75,2170.0,470,-44,2169.75,84,2170.25,62
2016-11-14 08:46:00,08:46:00,08:46:57,33217,33611,2169.75,81,2170.0,20,2169.75,2170.25,2169.75,2170.0,75,21,2170.0,55,2170.25,22
2016-11-14 08:47:00,08:47:03,08:47:59,33637,33718,2170.0,53,2170.25,32,2170.25,2170.25,2170.0,2170.0,16,-4,2170.0,48,2170.25,60
2016-11-14 08:48:00,08:48:09,08:48:56,33743,33921,2170.0,18,2170.25,52,2170.25,2170.5,2170.0,2170.25,95,9,2170.0,70,2170.25,3
2016-11-14 08:49:00,08:49:10,08:49:48,33941,34149,2170.25,6,2170.5,64,2170.25,2170.5,2170.0,2170.25,103,27,2170.0,63,2170.25,1
2016-11-14 08:50:00,08:50:00,08:50:58,34165,34418,2170.0,59,2170.25,9,2170.25,2170.75,2170.0,2170.5,91,17,2170.5,7,2170.5,19
2016-11-14 08:51:00,08:51:02,08:51:40,34420,34520,2170.25,60,2170.5,19,2170.5,2170.5,2170.25,2170.5,50,26,2170.25,80,2170.5,26
2016-11-14 08:52:00,08:52:00,08:52:59,34570,34775,2170.25,46,2170.5,66,2170.5,2170.5,2170.25,2170.5,128,26,2170.25,65,2170.75,89
2016-11-14 08:53:00,08:53:00,08:53:56,34784,35278,2170.5,2,2170.75,90,2170.5,2170.75,2170.5,2170.75,118,-10,2170.5,50,2170.75,26
