,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-11-08 08:00:00,08:00:00,08:00:59,87009,87214,2127.75,65,2128.0,122,2128.0,2128.0,2127.5,2127.5,113,-53,2127.5,140,2127.75,85
2016-11-08 08:01:00,08:01:10,08:01:56,87236,87521,2127.5,147,2127.75,85,2127.75,2128.0,2127.5,2127.75,275,99,2127.5,162,2128.0,80
2016-11-08 08:02:00,08:02:01,08:02:59,87534,87681,2127.75,16,2128.0,79,2127.75,2127.75,2127.5,2127.5,75,-35,2127.5,157,2127.75,53
2016-11-08 08:03:00,08:03:05,08:03:45,87685,87731,2127.5,159,2127.75,53,2127.5,2127.5,2127.5,2127.5,7,-7,2127.5,143,2127.75,69
2016-11-08 08:04:00,08:04:00,08:04:58,87738,88135,2127.5,131,2127.75,69,2127.75,2127.75,2127.0,2127.0,402,-330,2127.0,205,2127.25,98
2016-11-08 08:05:00,08:05:00,08:05:58,88137,88352,2127.0,205,2127.25,99,2127.0,2127.25,2127.0,2127.25,98,48,2127.25,69,2127.5,127
2016-11-08 08:06:00,08:06:01,08:06:59,88359,88756,2127.25,72,2127.5,132,2127.5,2127.5,2127.0,2127.0,197,-141,2127.0,212,2127.25,99
2016-11-08 08:07:00,08:07:05,08:07:57,88764,88842,2127.0,214,2127.25,101,2127.0,2127.25,2127.0,2127.0,15,-9,2127.0,128,2127.25,106
2016-11-08 08:08:00,08:08:02,08:08:58,88854,89187,2127.0,138,2127.25,105,2127.0,2127.25,2126.75,2127.0,307,-57,2127.0,110,2127.25,195
2016-11-08 08:09:00,08:09:10,08:09:57,89238,89385,2127.0,115,2127.25,237,2127.25,2127.25,2127.0,2127.0,15,-1,2127.0,125,2127.25,170
2016-11-08 08:10:00,08:10:08,08:10:59,89407,89785,2127.0,99,2127.25,202,2127.0,2127.25,2126.75,2127.0,235,-47,2127.0,19,2127.25,126
2016-11-08 08:11:00,08:11:07,08:11:58,89806,90003,2127.0,37,2127.25,125,2127.0,2127.25,2127.0,2127.0,69,-17,2127.0,92,2127.25,102
2016-11-08 08:12:00,08:12:06,08:12:59,90033,90518,2127.0,110,2127.25,81,2127.0,2127.5,2127.0,2127.25,326,44,2127.25,47,2127.5,139
2016-11-08 08:13:00,08:13:01,08:13:57,90529,90809,2127.25,52,2127.5,139,2127.25,2127.25,2127.0,2127.0,56,-54,2127.0,81,2127.25,113
2016-11-08 08:14:00,08:14:05,08:14:55,90829,91269,2127.0,94,2127.25,101,2127.25,2127.25,2126.75,2127.0,224,-76,2127.0,55,2127.25,69
2016-11-08 08:15:00,08:15:12,08:15:59,91299,91631,2127.0,61,2127.25,68,2127.0,2127.0,2126.75,2127.0,138,-2,2126.75,159,2127.0,21
2016-11-08 08:16:00,08:16:00,08:16:57,91633,91892,2126.75,158,2127.0,21,2127.0,2127.25,2127.0,2127.0,35,-7,2127.0,54,2127.25,125
2016-11-08 08:17:00,08:17:01,08:17:58,91894,92235,2127.0,54,2127.25,126,2127.0,2127.0,2126.75,2127.0,144,-64,2126.75,157,2127.0,42
2016-11-08 08:18:00,08:18:01,08:18:57,92242,92583,2126.75,157,2127.0,49,2126.75,2127.0,2126.5,2126.75,219,-157,2126.5,96,2126.75,101
2016-11-08 08:19:00,08:19:00,08:19:53,92615,93270,2126.5,123,2126.75,65,2126.75,2127.0,2126.5,2126.75,296,-12,2126.75,28,2127.0,56
2016-11-08 08:20:00,08:20:04,08:20:56,93286,93465,2126.75,30,2127.0,56,2126.75,2127.0,2126.75,2126.75,60,-28,2126.75,66,2127.0,68
2016-11-08 08:21:00,08:21:01,08:21:57,93469,94024,2126.75,68,2127.0,73,2127.0,2127.25,2126.75,2127.25,307,131,2127.25,4,2127.5,117
2016-11-08 08:22:00,08:22:00,08:22:44,94040,94228,2127.25,4,2127.5,115,2127.25,2127.5,2127.25,2127.25,45,3,2127.25,84,2127.5,117
2016-11-08 08:23:00,08:23:05,08:23:59,94275,94889,2127.25,86,2127.5,128,2127.5,2127.5,2126.75,2127.0,307,-223,2126.75,126,2127.25,84
2016-11-08 08:24:00,08:24:01,08:24:54,94901,95497,2127.0,11,2127.25,80,2127.0,2127.25,2127.0,2127.0,248,-50,2126.75,121,2127.25,84
2016-11-08 08:25:00,08:25:01,08:25:56,95513,95900,2126.75,109,2127.0,11,2127.0,2127.0,2126.5,2126.75,205,-59,2126.75,68,2127.0,53
2016-11-08 08:26:00,08:26:04,08:26:58,95909,96094,2126.75,64,2127.0,54,2126.75,2127.0,2126.75,2126.75,97,-39,2126.5,132,2127.0,88
2016-11-08 08:27:00,08:27:07,08:27:46,96123,96185,2126.75,24,2127.0,91,2126.75,2127.0,2126.75,2126.75,7,1,2126.75,54,2127.0,88
2016-11-08 08:28:00,08:28:00,08:28:59,96207,96463,2126.75,60,2127.0,122,2127.0,2127.0,2126.75,2126.75,146,-114,2126.75,3,2127.0,102
2016-11-08 08:29:00,08:29:12,08:29:59,96482,96573,2126.75,3,2127.0,102,2126.75,2127.0,2126.5,2126.5,29,-27,2126.5,124,2126.75,67
2016-11-08 08:30:00,08:30:15,08:30:58,96616,96650,2126.5,128,2126.75,75,2126.5,2126.75,2126.5,2126.5,6,-4,2126.5,136,2126.75,71
2016-11-08 08:31:00,08:31:08,08:31:59,96656,96927,2126.5,135,2126.75,73,2126.5,2126.75,2126.5,2126.5,209,-141,2126.25,181,2126.5,29
2016-11-08 08:32:00,08:32:08,08:32:54,96972,97095,2126.25,149,2126.5,118,2126.5,2126.5,2126.25,2126.25,77,-61,2126.25,77,2126.5,151
2016-11-08 08:33:00,08:33:00,08:33:59,97110,97664,2126.25,80,2126.5,151,2126.25,2126.5,2126.25,2126.5,256,-46,2126.25,144,2126.5,1
2016-11-08 08:34:00,08:34:08,08:34:56,97735,97771,2126.25,54,2126.5,70,2126.5,2126.5,2126.25,2126.25,13,11,2126.25,66,2126.5,71
2016-11-08 08:35:00,08:35:00,08:35:49,97777,97969,2126.25,69,2126.5,70,2126.25,2126.5,2126.25,2126.5,76,-74,2126.25,50,2126.5,61
2016-11-08 08:36:00,08:36:00,08:36:56,97980,98034,2126.25,67,2126.5,60,2126.5,2126.5,2126.25,2126.25,11,-5,2126.25,66,2126.5,96
2016-11-08 08:37:00,08:37:08,08:37:58,98038,98207,2126.25,67,2126.5,96,2126.5,2126.5,2126.25,2126.25,83,-79,2126.25,19,2126.5,69
2016-11-08 08:38:00,08:38:12,08:38:48,98218,98327,2126.25,22,2126.5,70,2126.5,2126.5,2126.25,2126.25,55,-51,2126.25,11,2126.5,65
2016-11-08 08:39:00,08:39:03,08:39:49,98336,98501,2126.25,22,2126.5,65,2126.25,2126.25,2126.25,2126.25,80,-26,2126.25,9,2126.5,67
2016-11-08 08:40:00,08:40:00,08:40:52,98521,98745,2126.25,26,2126.5,68,2126.5,2126.5,2126.0,2126.5,92,14,2126.25,44,2126.5,64
2016-11-08 08:41:00,08:41:18,08:41:51,98758,98775,2126.25,44,2126.5,73,2126.25,2126.5,2126.25,2126.5,2,0,2126.25,54,2126.5,72
2016-11-08 08:42:00,08:42:01,08:42:53,98780,98941,2126.25,60,2126.5,80,2126.5,2126.75,2126.25,2126.75,159,135,2126.5,85,2126.75,92
