,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-06-06 08:00:00,08:00:00,08:00:55,23513,24101,2095.0,67,2095.25,38,2095.0,2095.25,2094.75,2095.0,362,-124,2094.75,48,2095.0,53
2016-06-06 08:01:00,08:01:02,08:01:55,24108,24655,2094.75,51,2095.0,61,2095.0,2095.5,2095.0,2095.0,261,73,2095.0,38,2095.25,133
2016-06-06 08:02:00,08:02:04,08:02:53,24673,25056,2095.0,23,2095.25,148,2095.0,2095.75,2094.75,2095.75,180,74,2095.5,31,2095.75,127
2016-06-06 08:03:00,08:03:00,08:03:51,25070,25332,2095.5,32,2095.75,125,2095.75,2095.75,2095.25,2095.75,119,51,2095.5,46,2095.75,45
2016-06-06 08:04:00,08:04:00,08:04:55,25364,25567,2095.5,46,2095.75,44,2095.5,2095.75,2095.25,2095.5,139,-93,2095.25,64,2095.5,35
2016-06-06 08:05:00,08:05:00,08:05:49,25591,25934,2095.25,64,2095.5,43,2095.25,2095.5,2095.25,2095.5,128,-60,2095.25,49,2095.5,55
2016-06-06 08:06:00,08:06:00,08:06:54,25958,26665,2095.25,48,2095.5,60,2095.25,2096.0,2095.25,2096.0,130,86,2095.75,87,2096.0,118
2016-06-06 08:07:00,08:07:00,08:07:59,26748,27336,2095.75,66,2096.0,134,2096.0,2096.0,2095.5,2096.0,199,15,2095.75,58,2096.0,82
2016-06-06 08:08:00,08:08:00,08:08:59,27344,28016,2095.75,55,2096.0,79,2095.75,2096.0,2095.75,2096.0,310,106,2095.75,185,2096.0,4
2016-06-06 08:09:00,08:09:00,08:09:57,28048,28510,2095.75,76,2096.0,36,2095.75,2096.25,2095.5,2096.0,275,-65,2095.75,45,2096.0,36
2016-06-06 08:10:00,08:10:00,08:10:57,28521,28999,2095.75,45,2096.0,37,2095.75,2096.5,2095.75,2096.25,276,152,2096.25,2,2096.5,159
