,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-06-03 08:00:00,08:00:00,08:00:57,10311,11301,2104.5,81,2104.75,47,2104.5,2104.75,2103.75,2104.0,445,-127,2103.75,123,2104.0,35
2016-06-03 08:01:00,08:01:03,08:01:59,11325,11539,2103.75,133,2104.0,50,2104.0,2104.0,2103.75,2104.0,43,7,2103.75,106,2104.0,78
2016-06-03 08:02:00,08:02:00,08:02:56,11542,11846,2103.75,106,2104.0,78,2103.75,2104.0,2103.5,2103.5,110,-102,2103.5,107,2103.75,78
2016-06-03 08:03:00,08:03:00,08:03:55,11852,12048,2103.5,109,2103.75,78,2103.75,2103.75,2103.5,2103.75,108,2,2103.5,86,2103.75,62
2016-06-03 08:04:00,08:04:00,08:04:53,12054,12226,2103.5,88,2103.75,61,2103.5,2103.75,2103.5,2103.5,63,-47,2103.5,56,2103.75,69
2016-06-03 08:05:00,08:05:00,08:05:51,12234,12609,2103.5,62,2103.75,62,2103.75,2103.75,2103.5,2103.75,155,35,2103.5,91,2103.75,8
2016-06-03 08:06:00,08:06:01,08:06:59,12654,12959,2103.75,38,2104.0,116,2103.75,2103.75,2103.5,2103.75,82,-64,2103.75,63,2104.0,66
2016-06-03 08:07:00,08:07:01,08:07:57,12971,13777,2103.75,61,2104.0,78,2104.0,2104.5,2103.75,2104.5,277,159,2104.25,75,2104.5,35
2016-06-03 08:08:00,08:08:05,08:08:55,13820,14078,2104.25,53,2104.5,50,2104.25,2104.75,2104.25,2104.5,31,25,2104.5,90,2104.75,121
2016-06-03 08:09:00,08:09:00,08:09:59,14091,14386,2104.5,86,2104.75,120,2104.5,2104.75,2104.5,2104.5,51,-19,2104.5,82,2104.75,124
2016-06-03 08:10:00,08:10:00,08:10:59,14403,14975,2104.5,68,2104.75,127,2104.5,2104.5,2104.0,2104.5,187,-87,2104.25,87,2104.5,14
2016-06-03 08:11:00,08:11:07,08:11:58,15006,15158,2104.25,76,2104.5,51,2104.25,2104.5,2104.25,2104.25,13,-9,2104.25,51,2104.5,74
2016-06-03 08:12:00,08:12:01,08:12:57,15162,15482,2104.25,48,2104.5,74,2104.25,2104.25,2104.0,2104.0,52,-24,2104.0,69,2104.25,60
2016-06-03 08:13:00,08:13:03,08:13:59,15498,15717,2104.0,79,2104.25,61,2104.0,2104.5,2104.0,2104.25,79,51,2104.25,81,2104.5,37
2016-06-03 08:14:00,08:14:04,08:14:57,15753,15959,2104.25,65,2104.5,75,2104.25,2104.25,2104.0,2104.25,58,-22,2104.25,2,2104.5,119
2016-06-03 08:15:00,08:15:00,08:15:52,16021,16469,2104.25,41,2104.5,107,2104.5,2104.5,2104.25,2104.25,150,14,2104.25,89,2104.5,12
2016-06-03 08:16:00,08:16:02,08:16:57,16521,16738,2104.25,65,2104.5,31,2104.5,2104.75,2104.25,2104.5,39,23,2104.5,48,2104.75,107
2016-06-03 08:17:00,08:17:04,08:17:58,16746,16882,2104.5,50,2104.75,114,2104.5,2104.75,2104.5,2104.75,46,30,2104.5,69,2104.75,77
2016-06-03 08:18:00,08:18:00,08:18:57,16890,17084,2104.5,60,2104.75,82,2104.5,2104.75,2104.5,2104.75,38,-18,2104.5,63,2104.75,86
2016-06-03 08:19:00,08:19:01,08:19:54,17094,17301,2104.5,63,2104.75,89,2104.5,2104.75,2104.5,2104.5,81,-55,2104.25,84,2104.5,37
2016-06-03 08:20:00,08:20:00,08:20:54,17312,17429,2104.25,83,2104.5,34,2104.25,2104.5,2104.25,2104.25,17,-11,2104.25,90,2104.5,61
2016-06-03 08:21:00,08:21:05,08:21:51,17439,17494,2104.25,92,2104.5,64,2104.25,2104.5,2104.25,2104.25,11,-9,2104.25,102,2104.5,61
2016-06-03 08:22:00,08:22:00,08:22:52,17502,17764,2104.25,101,2104.5,58,2104.25,2104.75,2104.25,2104.5,109,43,2104.5,38,2104.75,117
2016-06-03 08:23:00,08:23:04,08:23:41,17780,17872,2104.5,57,2104.75,108,2104.5,2104.75,2104.5,2104.5,16,8,2104.5,43,2104.75,102
2016-06-03 08:24:00,08:24:01,08:24:49,17897,17959,2104.5,41,2104.75,115,2104.5,2104.5,2104.5,2104.5,4,-4,2104.5,44,2104.75,111
2016-06-03 08:25:00,08:25:07,08:25:53,17978,18110,2104.5,45,2104.75,110,2104.5,2104.75,2104.5,2104.5,56,-54,2104.5,24,2104.75,106
2016-06-03 08:26:00,08:26:00,08:26:49,18134,18463,2104.5,33,2104.75,107,2104.5,2104.5,2104.5,2104.5,80,0,2104.5,4,2104.75,99
2016-06-03 08:27:00,08:27:13,08:27:50,18497,18753,2104.5,50,2104.75,97,2104.5,2104.75,2104.25,2104.5,105,-65,2104.5,28,2104.75,83
2016-06-03 08:28:00,08:28:02,08:28:58,18786,18861,2104.5,19,2104.75,83,2104.5,2104.5,2104.5,2104.5,27,-11,2104.25,116,2104.5,63
2016-06-03 08:29:00,08:29:07,08:29:59,18867,19100,2104.25,108,2104.5,63,2104.5,2104.5,2104.0,2104.25,184,-22,2104.25,34,2104.5,71
2016-06-03 08:30:00,08:30:04,08:30:56,19153,19256,2104.25,92,2104.5,48,2104.5,2104.5,2104.25,2104.5,16,12,2104.25,79,2104.5,61
2016-06-03 08:31:00,08:31:21,08:31:21,19281,19281,2104.25,86,2104.5,62,2104.5,2104.5,2104.5,2104.5,1,1,2104.25,85,2104.5,61
2016-06-03 08:32:00,08:32:02,08:32:45,19317,19392,2104.25,89,2104.5,61,2104.25,2104.5,2104.25,2104.5,18,14,2104.25,93,2104.5,53
2016-06-03 08:33:00,08:33:11,08:33:11,19428,19428,2104.25,100,2104.5,43,2104.5,2104.5,2104.5,2104.5,1,1,2104.25,101,2104.5,42
2016-06-03 08:34:00,08:34:13,08:34:59,19489,19531,2104.25,95,2104.5,59,2104.5,2104.5,2104.25,2104.25,6,0,2104.25,97,2104.5,62
2016-06-03 08:35:00,08:35:47,08:35:47,19547,19567,2104.25,106,2104.5,64,2104.5,2104.5,2104.5,2104.5,2,2,2104.25,107,2104.5,54
2016-06-03 08:36:00,08:36:00,08:36:54,19601,19984,2104.25,113,2104.5,39,2104.5,2104.75,2104.5,2104.75,90,8,2104.5,48,2104.75,103
2016-06-03 08:37:00,08:37:47,08:37:51,20059,20091,2104.5,69,2104.75,117,2104.75,2104.75,2104.5,2104.5,8,0,2104.5,41,2104.75,116
2016-06-03 08:38:00,08:38:03,08:38:59,20140,20539,2104.5,73,2104.75,114,2104.5,2104.75,2104.25,2104.25,198,-136,2104.0,151,2104.25,1
2016-06-03 08:39:00,08:39:13,08:39:59,20617,20860,2104.0,122,2104.25,88,2104.0,2104.25,2104.0,2104.0,225,-179,2103.75,154,2104.0,27
2016-06-03 08:40:00,08:40:00,08:40:58,20865,21048,2103.75,155,2104.0,28,2104.0,2104.0,2103.75,2103.75,44,-32,2103.75,113,2104.0,106
2016-06-03 08:41:00,08:41:13,08:41:53,21087,21283,2103.75,122,2104.0,173,2103.75,2103.75,2103.5,2103.5,207,-139,2103.5,97,2103.75,93
2016-06-03 08:42:00,08:42:05,08:42:52,21291,21410,2103.5,82,2103.75,95,2103.5,2103.75,2103.5,2103.5,38,-32,2103.5,67,2103.75,111
2016-06-03 08:43:00,08:43:03,08:43:39,21451,21519,2103.5,69,2103.75,125,2103.5,2103.75,2103.5,2103.75,57,-55,2103.5,42,2103.75,87
2016-06-03 08:44:00,08:44:10,08:44:46,21570,21755,2103.5,11,2103.75,103,2103.5,2103.75,2103.5,2103.5,61,11,2103.5,2,2103.75,98
2016-06-03 08:45:00,08:45:00,08:45:51,21859,22096,2103.5,34,2103.75,98,2103.75,2103.75,2103.5,2103.5,46,18,2103.5,46,2103.75,83
2016-06-03 08:46:00,08:46:33,08:46:36,22167,22174,2103.5,49,2103.75,105,2103.5,2103.5,2103.5,2103.5,2,-2,2103.5,47,2103.75,105
2016-06-03 08:47:00,08:47:02,08:47:57,22205,22309,2103.5,38,2103.75,107,2103.5,2103.75,2103.5,2103.5,6,-2,2103.5,44,2103.75,119
2016-06-03 08:48:00,08:48:03,08:48:52,22329,22555,2103.5,39,2103.75,113,2103.5,2104.0,2103.5,2103.5,157,43,2103.5,73,2103.75,39
2016-06-03 08:49:00,08:49:04,08:49:58,22619,22934,2103.5,68,2103.75,66,2103.75,2103.75,2103.5,2103.75,67,19,2103.75,41,2104.0,89
2016-06-03 08:50:00,08:50:05,08:50:54,22957,23058,2103.75,47,2104.0,90,2103.75,2104.0,2103.75,2104.0,29,15,2103.75,57,2104.0,98
2016-06-03 08:51:00,08:51:01,08:51:57,23062,23373,2103.75,57,2104.0,95,2103.75,2103.75,2103.75,2103.75,51,-25,2103.75,11,2104.0,121
2016-06-03 08:52:00,08:52:00,08:52:58,23426,23691,2103.75,46,2104.0,100,2104.0,2104.0,2103.5,2103.5,65,-17,2103.5,91,2103.75,12
2016-06-03 08:53:00,08:53:02,08:53:57,23717,24006,2103.5,90,2103.75,12,2103.75,2104.0,2103.75,2103.75,94,42,2103.75,47,2104.0,51
2016-06-03 08:54:00,08:54:14,08:54:59,24020,24109,2103.75,43,2104.0,64,2103.75,2103.75,2103.75,2103.75,5,-5,2103.75,42,2104.0,73
2016-06-03 08:55:00,08:55:01,08:55:51,24124,24271,2103.75,39,2104.0,80,2103.75,2104.0,2103.75,2104.0,15,-3,2103.75,46,2104.0,70
2016-06-03 08:56:00,08:56:03,08:56:50,24320,24416,2103.75,49,2104.0,76,2103.75,2104.0,2103.75,2103.75,13,-9,2103.75,47,2104.0,83
2016-06-03 08:57:00,08:57:15,08:57:55,24453,24704,2103.75,54,2104.0,58,2104.0,2104.0,2103.75,2103.75,83,27,2103.75,56,2104.0,56
2016-06-03 08:58:00,08:58:03,08:58:52,24724,24920,2103.75,56,2104.0,66,2103.75,2103.75,2103.5,2103.75,50,-30,2103.75,43,2104.0,61
2016-06-03 08:59:00,08:59:15,08:59:59,24931,24968,2103.75,41,2104.0,61,2103.75,2103.75,2103.75,2103.75,9,-9,2103.75,19,2104.0,66
2016-06-03 09:00:00,09:00:00,09:00:59,24979,25283,2103.75,11,2104.0,70,2103.75,2104.0,2103.75,2103.75,39,-31,2103.75,55,2104.0,61
2016-06-03 09:01:00,09:01:08,09:01:59,25289,25377,2103.75,58,2104.0,61,2103.75,2103.75,2103.75,2103.75,34,-34,2103.75,24,2104.0,62
2016-06-03 09:02:00,09:02:00,09:02:59,25383,25466,2103.75,22,2104.0,63,2103.75,2103.75,2103.75,2103.75,29,-29,2103.75,20,2104.0,70
2016-06-03 09:03:00,09:03:01,09:03:56,25469,25510,2103.75,20,2104.0,70,2103.75,2104.0,2103.75,2103.75,10,-8,2103.75,16,2104.0,70
2016-06-03 09:04:00,09:04:01,09:04:52,25513,25671,2103.75,16,2104.0,70,2103.75,2104.0,2103.5,2103.5,27,-19,2103.5,209,2103.75,38
2016-06-03 09:05:00,09:05:03,09:05:58,25684,25928,2103.5,217,2103.75,45,2103.75,2104.0,2103.75,2104.0,99,83,2103.75,61,2104.0,32
2016-06-03 09:06:00,09:06:01,09:06:48,25934,25975,2103.75,62,2104.0,34,2104.0,2104.0,2103.75,2103.75,7,-3,2103.75,59,2104.0,46
2016-06-03 09:07:00,09:07:03,09:07:51,26011,26102,2103.75,37,2104.0,57,2103.75,2103.75,2103.75,2103.75,14,-14,2103.75,54,2104.0,53
2016-06-03 09:08:00,09:08:00,09:08:53,26107,26291,2103.75,55,2104.0,59,2103.75,2104.0,2103.75,2103.75,25,-23,2103.75,43,2104.0,68
2016-06-03 09:09:00,09:09:02,09:09:53,26330,26775,2103.75,57,2104.0,67,2103.75,2103.75,2103.5,2103.5,153,-69,2103.5,193,2103.75,23
2016-06-03 09:10:00,09:10:09,09:10:49,26821,26993,2103.5,187,2103.75,25,2103.5,2103.75,2103.5,2103.75,40,2,2103.5,186,2103.75,43
2016-06-03 09:11:00,09:11:01,09:11:46,27027,27375,2103.5,186,2103.75,44,2103.5,2104.0,2103.5,2103.75,88,-8,2103.75,30,2104.0,75
