,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-08-31 08:00:00,08:00:00,08:00:47,8555,8750,2174.5,152,2174.75,94,2174.75,2174.75,2174.5,2174.75,104,-14,2174.5,106,2174.75,81
2016-08-31 08:01:00,08:01:00,08:01:45,8774,8901,2174.5,104,2174.75,88,2174.75,2174.75,2174.5,2174.75,44,8,2174.5,89,2174.75,54
2016-08-31 08:02:00,08:02:00,08:02:52,8909,9050,2174.5,94,2174.75,50,2174.75,2174.75,2174.5,2174.75,23,-3,2174.5,89,2174.75,62
2016-08-31 08:03:00,08:03:01,08:03:59,9064,9150,2174.5,90,2174.75,68,2174.75,2174.75,2174.5,2174.75,15,9,2174.5,96,2174.75,79
2016-08-31 08:04:00,08:04:01,08:04:56,9152,9192,2174.5,95,2174.75,79,2174.75,2174.75,2174.5,2174.5,25,-9,2174.5,77,2174.75,73
2016-08-31 08:05:00,08:05:00,08:05:56,9197,9323,2174.5,77,2174.75,76,2174.5,2174.75,2174.5,2174.75,74,8,2174.5,76,2174.75,59
2016-08-31 08:06:00,08:06:00,08:06:57,9325,9410,2174.5,75,2174.75,59,2174.75,2174.75,2174.5,2174.75,24,-14,2174.5,81,2174.75,52
2016-08-31 08:07:00,08:07:01,08:07:56,9414,9471,2174.5,82,2174.75,52,2174.75,2174.75,2174.5,2174.5,10,0,2174.5,85,2174.75,67
2016-08-31 08:08:00,08:08:00,08:08:58,9483,9557,2174.5,96,2174.75,68,2174.75,2174.75,2174.5,2174.5,14,-6,2174.5,95,2174.75,83
2016-08-31 08:09:00,08:09:00,08:09:57,9565,9713,2174.5,84,2174.75,81,2174.75,2174.75,2174.5,2174.5,107,75,2174.5,72,2174.75,73
2016-08-31 08:10:00,08:10:00,08:10:56,9722,9906,2174.5,63,2174.75,78,2174.5,2174.5,2174.25,2174.25,66,-52,2174.25,240,2174.5,111
2016-08-31 08:11:00,08:11:15,08:11:51,9926,10175,2174.25,246,2174.5,100,2174.25,2174.75,2174.25,2174.75,221,151,2174.5,73,2174.75,47
2016-08-31 08:12:00,08:12:11,08:12:52,10233,10282,2174.5,74,2174.75,84,2174.75,2174.75,2174.5,2174.5,5,1,2174.5,95,2174.75,78
2016-08-31 08:13:00,08:13:26,08:13:52,10302,10336,2174.5,99,2174.75,79,2174.5,2174.75,2174.5,2174.75,4,0,2174.5,101,2174.75,72
2016-08-31 08:14:00,08:14:00,08:14:55,10343,10379,2174.5,101,2174.75,66,2174.75,2174.75,2174.5,2174.75,10,8,2174.5,108,2174.75,63
2016-08-31 08:15:00,08:15:01,08:15:43,10383,10438,2174.5,108,2174.75,64,2174.75,2174.75,2174.5,2174.75,7,5,2174.5,109,2174.75,58
2016-08-31 08:16:00,08:16:00,08:16:51,10472,10688,2174.5,111,2174.75,71,2174.75,2175.0,2174.5,2175.0,74,50,2174.75,66,2175.0,125
2016-08-31 08:17:00,08:17:03,08:17:47,10698,10796,2174.75,54,2175.0,131,2175.0,2175.0,2174.75,2175.0,7,5,2174.75,62,2175.0,145
2016-08-31 08:18:00,08:18:00,08:18:50,10801,11146,2174.75,63,2175.0,149,2174.75,2174.75,2174.5,2174.75,145,-17,2174.5,126,2174.75,18
2016-08-31 08:19:00,08:19:11,08:19:59,11176,11404,2174.5,124,2174.75,49,2174.75,2174.75,2174.25,2174.5,91,-67,2174.25,219,2174.5,76
2016-08-31 08:20:00,08:20:17,08:20:45,11450,11571,2174.25,227,2174.5,74,2174.25,2174.5,2174.25,2174.5,99,71,2174.5,65,2174.75,82
2016-08-31 08:21:00,08:21:00,08:21:57,11580,11882,2174.5,69,2174.75,83,2174.5,2174.75,2174.0,2174.25,363,-323,2174.0,150,2174.25,133
2016-08-31 08:22:00,08:22:01,08:22:59,11904,11931,2174.0,150,2174.25,137,2174.25,2174.25,2174.0,2174.0,17,-13,2174.0,146,2174.25,138
2016-08-31 08:23:00,08:23:00,08:23:55,11935,12142,2174.0,146,2174.25,139,2174.25,2174.25,2173.75,2173.75,172,-152,2173.75,130,2174.0,154
2016-08-31 08:24:00,08:24:05,08:24:59,12176,12266,2173.75,149,2174.0,155,2173.75,2174.0,2173.75,2174.0,49,-39,2173.75,104,2174.0,216
2016-08-31 08:25:00,08:25:05,08:25:55,12278,12607,2173.75,101,2174.0,224,2174.0,2174.0,2174.0,2174.0,247,91,2173.75,156,2174.0,42
2016-08-31 08:26:00,08:26:06,08:26:44,12645,12749,2173.75,134,2174.0,42,2174.0,2174.25,2174.0,2174.0,58,26,2174.0,64,2174.25,80
2016-08-31 08:27:00,08:27:03,08:27:56,12758,12800,2174.0,65,2174.25,84,2174.25,2174.25,2174.0,2174.25,17,9,2174.0,76,2174.25,62
2016-08-31 08:28:00,08:28:02,08:28:54,12804,12830,2174.0,76,2174.25,64,2174.0,2174.25,2174.0,2174.0,12,-6,2174.0,77,2174.25,73
2016-08-31 08:29:00,08:29:13,08:29:51,12840,12883,2174.0,82,2174.25,76,2174.25,2174.25,2174.0,2174.25,11,9,2174.0,94,2174.25,87
2016-08-31 08:30:00,08:30:01,08:30:46,12888,12935,2174.0,96,2174.25,87,2174.0,2174.25,2174.0,2174.25,24,-12,2174.0,88,2174.25,68
2016-08-31 08:31:00,08:31:02,08:31:58,12945,13015,2174.0,90,2174.25,69,2174.25,2174.25,2174.0,2174.25,31,-5,2174.0,81,2174.25,65
2016-08-31 08:32:00,08:32:07,08:32:33,13022,13200,2174.0,85,2174.25,67,2174.0,2174.0,2173.75,2173.75,59,-57,2173.75,135,2174.0,82
2016-08-31 08:33:00,08:33:00,08:33:00,0,0,0.0,0,0.0,0,2173.75,2173.75,2173.75,2173.75,0,0,0.0,0,0.0,0
2016-08-31 08:34:00,08:34:06,08:34:55,13255,13287,2173.75,147,2174.0,111,2173.75,2174.0,2173.75,2174.0,4,0,2173.75,156,2174.0,93
2016-08-31 08:35:00,08:35:28,08:35:55,13299,13328,2173.75,159,2174.0,114,2174.0,2174.0,2174.0,2174.0,7,7,2173.75,166,2174.0,103
2016-08-31 08:36:00,08:36:08,08:36:50,13332,13379,2173.75,166,2174.0,104,2174.0,2174.0,2173.75,2174.0,22,18,2173.75,159,2174.0,80
2016-08-31 08:37:00,08:37:25,08:37:49,13413,13440,2173.75,168,2174.0,94,2174.0,2174.0,2173.75,2173.75,6,0,2173.75,166,2174.0,97
2016-08-31 08:38:00,08:38:00,08:38:59,13452,13781,2173.75,169,2174.0,99,2173.75,2173.75,2173.5,2173.5,205,-93,2173.5,136,2173.75,130
2016-08-31 08:39:00,08:39:04,08:39:51,13786,13867,2173.5,138,2173.75,129,2173.5,2173.75,2173.5,2173.75,16,-4,2173.5,173,2173.75,86
2016-08-31 08:40:00,08:40:16,08:40:57,13887,13967,2173.5,189,2173.75,93,2173.75,2173.75,2173.5,2173.75,23,9,2173.5,180,2173.75,70
2016-08-31 08:41:00,08:41:02,08:41:58,13970,14264,2173.5,180,2173.75,70,2173.75,2174.0,2173.75,2174.0,210,152,2173.75,112,2174.0,23
2016-08-31 08:42:00,08:42:03,08:42:57,14273,14470,2173.75,116,2174.0,23,2174.0,2174.25,2173.75,2174.25,55,47,2174.0,83,2174.25,115
2016-08-31 08:43:00,08:43:04,08:43:56,14479,14685,2174.0,83,2174.25,110,2174.25,2174.25,2174.0,2174.25,216,132,2174.25,22,2174.5,178
2016-08-31 08:44:00,08:44:03,08:44:59,14726,15207,2174.25,53,2174.5,170,2174.5,2174.5,2174.25,2174.5,325,-31,2174.25,47,2174.5,75
2016-08-31 08:45:00,08:45:00,08:45:44,15211,15328,2174.25,47,2174.5,76,2174.25,2174.5,2174.25,2174.5,32,-6,2174.25,59,2174.5,62
2016-08-31 08:46:00,08:46:04,08:46:54,15341,15438,2174.25,60,2174.5,63,2174.25,2174.5,2174.25,2174.25,32,4,2174.25,69,2174.5,60
2016-08-31 08:47:00,08:47:04,08:47:59,15443,15524,2174.25,72,2174.5,60,2174.25,2174.5,2174.25,2174.5,22,18,2174.25,67,2174.5,82
2016-08-31 08:48:00,08:48:09,08:48:54,15532,15617,2174.25,72,2174.5,86,2174.25,2174.5,2174.25,2174.5,19,3,2174.25,74,2174.5,77
2016-08-31 08:49:00,08:49:05,08:49:37,15624,15670,2174.25,73,2174.5,70,2174.25,2174.5,2174.25,2174.25,22,-2,2174.25,64,2174.5,80
2016-08-31 08:50:00,08:50:00,08:50:56,15685,15916,2174.25,86,2174.5,84,2174.25,2174.75,2174.25,2174.5,98,44,2174.5,71,2174.75,96
2016-08-31 08:51:00,08:51:00,08:51:53,15927,16354,2174.5,71,2174.75,96,2174.5,2174.75,2174.5,2174.5,169,-83,2174.25,128,2174.5,32
2016-08-31 08:52:00,08:52:10,08:52:42,16390,16461,2174.25,101,2174.5,61,2174.25,2174.5,2174.25,2174.5,16,14,2174.25,107,2174.5,40
