,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-10-05 08:00:00,08:00:00,08:00:59,15462,16531,2142.25,100,2142.5,39,2142.5,2142.75,2141.5,2141.75,740,-248,2141.75,8,2142.0,96
2016-10-05 08:01:00,08:01:00,08:01:54,16581,16909,2141.75,57,2142.0,89,2141.75,2142.0,2141.75,2142.0,214,-132,2141.75,30,2142.0,73
2016-10-05 08:02:00,08:02:00,08:02:53,16917,17065,2141.75,29,2142.0,63,2142.0,2142.25,2141.75,2142.0,60,54,2142.0,43,2142.25,39
2016-10-05 08:03:00,08:03:00,08:03:59,17099,17415,2142.0,112,2142.25,42,2142.25,2142.25,2142.0,2142.25,107,33,2142.25,2,2142.5,131
2016-10-05 08:04:00,08:04:00,08:04:44,17424,17613,2142.25,3,2142.5,131,2142.5,2142.5,2142.25,2142.25,29,11,2142.0,179,2142.5,151
2016-10-05 08:05:00,08:05:03,08:05:54,17664,17812,2142.0,178,2142.25,41,2142.25,2142.25,2142.0,2142.0,23,-15,2142.0,126,2142.25,104
2016-10-05 08:06:00,08:06:00,08:06:50,17830,18130,2142.0,127,2142.25,105,2142.25,2142.25,2142.0,2142.25,166,94,2142.0,153,2142.25,45
2016-10-05 08:07:00,08:07:10,08:07:56,18210,18314,2142.0,152,2142.25,59,2142.0,2142.25,2142.0,2142.25,6,-2,2142.0,164,2142.25,32
2016-10-05 08:08:00,08:08:02,08:08:59,18320,18481,2142.0,163,2142.25,22,2142.25,2142.25,2142.0,2142.0,45,-25,2142.0,92,2142.25,102
2016-10-05 08:09:00,08:09:02,08:09:53,18484,18892,2142.0,91,2142.25,100,2142.0,2142.0,2141.75,2141.75,252,-134,2141.5,324,2141.75,34
2016-10-05 08:10:00,08:10:00,08:10:59,18909,19469,2141.5,327,2141.75,38,2141.75,2142.0,2141.5,2141.75,308,58,2141.5,242,2141.75,10
2016-10-05 08:11:00,08:11:00,08:11:57,19486,19836,2141.5,242,2141.75,7,2141.75,2141.75,2141.5,2141.75,71,-13,2141.5,210,2141.75,51
2016-10-05 08:12:00,08:12:02,08:12:50,19840,19990,2141.5,210,2141.75,50,2141.75,2142.0,2141.5,2141.75,74,-30,2141.5,218,2141.75,3
2016-10-05 08:13:00,08:13:00,08:13:47,20012,20182,2141.5,214,2141.75,22,2141.75,2142.0,2141.5,2141.75,56,22,2141.75,18,2142.0,122
2016-10-05 08:14:00,08:14:08,08:14:40,20220,20249,2141.75,55,2142.0,115,2141.75,2142.0,2141.75,2141.75,6,0,2141.75,70,2142.0,116
2016-10-05 08:15:00,08:15:14,08:15:54,20268,20371,2141.75,73,2142.0,119,2141.75,2142.0,2141.75,2142.0,91,81,2142.0,54,2142.25,104
2016-10-05 08:16:00,08:16:00,08:16:50,20401,20659,2142.0,66,2142.25,94,2142.25,2142.5,2142.25,2142.5,110,10,2142.25,32,2142.5,149
2016-10-05 08:17:00,08:17:02,08:17:54,20684,21062,2142.25,35,2142.5,151,2142.25,2142.25,2142.25,2142.25,97,27,2142.25,38,2142.5,155
2016-10-05 08:18:00,08:18:35,08:18:55,21090,21158,2142.25,47,2142.5,155,2142.25,2142.5,2142.25,2142.5,7,1,2142.25,57,2142.5,147
2016-10-05 08:19:00,08:19:01,08:19:54,21168,21203,2142.25,58,2142.5,149,2142.5,2142.5,2142.25,2142.25,10,-8,2142.25,37,2142.5,151
