,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-06-13 08:00:00,08:00:00,08:00:58,26547,26909,2082.0,141,2082.25,53,2082.25,2082.25,2082.0,2082.25,85,15,2082.0,112,2082.25,104
2016-06-13 08:01:00,08:01:05,08:01:59,26927,27170,2082.0,115,2082.25,97,2082.25,2082.25,2082.0,2082.25,91,1,2082.0,75,2082.25,162
2016-06-13 08:02:00,08:02:03,08:02:58,27181,27536,2082.0,82,2082.25,170,2082.25,2082.25,2082.0,2082.0,104,-74,2081.75,112,2082.0,32
2016-06-13 08:03:00,08:03:01,08:03:59,27606,27855,2081.75,119,2082.0,53,2081.75,2082.0,2081.75,2081.75,47,13,2081.75,101,2082.0,144
2016-06-13 08:04:00,08:04:04,08:04:59,27873,28187,2081.75,103,2082.0,141,2082.0,2082.0,2081.5,2081.5,155,-109,2081.5,91,2081.75,118
2016-06-13 08:05:00,08:05:03,08:05:57,28203,28392,2081.5,95,2081.75,117,2081.75,2081.75,2081.5,2081.75,41,21,2081.5,121,2081.75,109
2016-06-13 08:06:00,08:06:04,08:06:58,28422,29230,2081.5,122,2081.75,87,2081.5,2082.25,2081.5,2082.25,323,143,2082.0,149,2082.25,67
2016-06-13 08:07:00,08:07:03,08:07:56,29293,29679,2082.0,144,2082.25,97,2082.25,2082.25,2082.0,2082.25,64,52,2082.0,104,2082.25,101
2016-06-13 08:08:00,08:08:02,08:08:53,29683,29957,2082.0,104,2082.25,102,2082.25,2082.25,2082.0,2082.25,70,-4,2082.0,105,2082.25,78
2016-06-13 08:09:00,08:09:00,08:09:59,29973,30520,2082.0,114,2082.25,78,2082.25,2082.5,2081.75,2081.75,234,-70,2081.75,163,2082.0,74
2016-06-13 08:10:00,08:10:03,08:10:58,30578,31033,2081.75,83,2082.0,86,2082.0,2082.0,2081.5,2081.75,256,-160,2081.5,201,2081.75,73
2016-06-13 08:11:00,08:11:02,08:11:53,31042,31284,2081.5,202,2081.75,78,2081.75,2082.0,2081.75,2082.0,92,84,2081.75,72,2082.0,77
2016-06-13 08:12:00,08:12:04,08:12:56,31300,31765,2081.75,85,2082.0,74,2082.0,2082.0,2081.75,2081.75,200,26,2081.75,13,2082.0,97
2016-06-13 08:13:00,08:13:02,08:13:54,31797,32033,2081.75,26,2082.0,93,2081.75,2081.75,2081.5,2081.75,49,-25,2081.5,121,2081.75,47
2016-06-13 08:14:00,08:14:04,08:14:55,32040,32207,2081.5,121,2081.75,49,2081.75,2081.75,2081.5,2081.75,75,35,2081.5,95,2081.75,59
2016-06-13 08:15:00,08:15:01,08:15:59,32226,32706,2081.5,116,2081.75,61,2081.5,2082.0,2081.5,2081.75,131,33,2081.75,13,2082.0,105
