,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-06-01 08:00:00,08:00:00,08:00:58,13242,13739,2095.0,94,2095.25,21,2095.0,2095.5,2095.0,2095.25,118,-14,2095.0,93,2095.25,53
2016-06-01 08:01:00,08:01:02,08:01:53,13748,13936,2095.0,91,2095.25,55,2095.25,2095.25,2095.0,2095.25,34,2,2095.0,89,2095.25,57
2016-06-01 08:02:00,08:02:03,08:02:57,13943,14273,2095.0,88,2095.25,62,2095.25,2095.5,2095.25,2095.25,109,9,2095.25,62,2095.5,86
2016-06-01 08:03:00,08:03:01,08:03:44,14282,14543,2095.25,64,2095.5,88,2095.5,2095.5,2095.0,2095.0,56,-36,2095.0,53,2095.25,69
2016-06-01 08:04:00,08:04:00,08:04:56,14577,14883,2095.0,64,2095.25,36,2095.0,2095.5,2095.0,2095.25,66,-8,2095.0,56,2095.25,38
2016-06-01 08:05:00,08:05:00,08:05:47,14895,14983,2095.0,55,2095.25,44,2095.25,2095.25,2095.25,2095.25,3,3,2095.0,63,2095.25,47
2016-06-01 08:06:00,08:06:01,08:06:42,15014,15358,2095.0,83,2095.25,40,2095.25,2095.5,2095.25,2095.25,89,-3,2095.25,40,2095.5,98
2016-06-01 08:07:00,08:07:10,08:07:35,15430,15493,2095.25,70,2095.5,98,2095.25,2095.25,2095.25,2095.25,73,-67,2095.0,82,2095.25,56
2016-06-01 08:08:00,08:08:02,08:08:53,15553,15751,2095.0,83,2095.25,58,2095.25,2095.5,2095.25,2095.25,40,34,2095.25,40,2095.5,106
2016-06-01 08:09:00,08:09:01,08:09:37,15759,15886,2095.25,43,2095.5,107,2095.25,2095.5,2095.0,2095.25,55,-45,2095.0,74,2095.25,39
2016-06-01 08:10:00,08:10:00,08:10:47,15909,16251,2095.0,73,2095.25,57,2095.25,2095.5,2095.0,2095.25,126,34,2095.25,45,2095.5,99
2016-06-01 08:11:00,08:11:00,08:11:57,16279,16755,2095.25,40,2095.5,107,2095.5,2095.75,2095.25,2095.75,238,62,2095.5,20,2095.75,136
2016-06-01 08:12:00,08:12:01,08:12:44,16777,16983,2095.5,15,2095.75,138,2095.5,2095.5,2095.25,2095.25,45,-41,2095.25,79,2095.5,96
2016-06-01 08:13:00,08:13:04,08:13:48,17004,17223,2095.25,78,2095.5,107,2095.25,2095.5,2095.25,2095.25,218,-130,2095.0,82,2095.25,40
2016-06-01 08:14:00,08:14:04,08:14:40,17285,17393,2095.0,94,2095.25,45,2095.0,2095.25,2095.0,2095.25,30,-24,2095.0,50,2095.25,78
2016-06-01 08:15:00,08:15:00,08:15:34,17440,17601,2095.0,78,2095.25,92,2095.25,2095.25,2094.75,2094.75,110,-82,2094.75,65,2095.0,52
