,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-06-20 08:00:00,08:00:00,08:00:58,36698,37770,2076.25,54,2076.5,71,2076.25,2077.0,2076.25,2077.0,685,-67,2076.75,80,2077.0,61
2016-06-20 08:01:00,08:01:00,08:01:59,37791,38318,2076.75,77,2077.0,66,2076.75,2077.25,2076.75,2077.25,283,125,2077.25,58,2077.5,77
2016-06-20 08:02:00,08:02:01,08:02:57,38328,38782,2077.25,66,2077.5,77,2077.5,2077.5,2077.25,2077.25,399,303,2077.25,139,2077.5,45
2016-06-20 08:03:00,08:03:00,08:03:59,38788,39281,2077.25,146,2077.5,45,2077.5,2077.5,2077.0,2077.0,296,-66,2077.0,121,2077.25,51
2016-06-20 08:04:00,08:04:00,08:04:59,39288,39738,2077.0,123,2077.25,59,2077.0,2077.5,2077.0,2077.25,240,78,2077.0,118,2077.25,24
2016-06-20 08:05:00,08:05:01,08:05:58,39755,40132,2077.0,119,2077.25,21,2077.25,2077.25,2077.0,2077.25,110,68,2077.25,106,2077.5,91
2016-06-20 08:06:00,08:06:00,08:06:59,40141,41085,2077.25,110,2077.5,91,2077.5,2078.25,2077.25,2078.25,698,290,2078.0,33,2078.25,240
2016-06-20 08:07:00,08:07:01,08:07:55,41096,41629,2078.0,32,2078.25,242,2078.25,2078.5,2077.75,2078.5,281,163,2078.25,100,2078.5,229
2016-06-20 08:08:00,08:08:03,08:08:59,41709,42107,2078.25,105,2078.5,154,2078.5,2078.75,2078.25,2078.5,259,103,2078.5,81,2078.75,126
2016-06-20 08:09:00,08:09:00,08:09:59,42110,42484,2078.5,83,2078.75,117,2078.5,2078.5,2078.25,2078.25,156,-12,2078.25,233,2078.5,40
2016-06-20 08:10:00,08:10:00,08:10:53,42489,43002,2078.25,234,2078.5,46,2078.5,2078.75,2078.25,2078.5,361,3,2078.5,40,2078.75,117
2016-06-20 08:11:00,08:11:01,08:11:59,43011,43408,2078.5,44,2078.75,122,2078.5,2078.75,2078.5,2078.5,184,-76,2078.25,184,2078.5,37
