,ST,ET,sidx,eidx,bB,bBS,bA,bAS,O,H,L,C,V,OF,eB,eBS,eA,eAS
2016-09-20 08:00:00,08:00:00,08:00:58,11699,12351,2131.5,68,2131.75,40,2131.5,2132.0,2131.5,2131.75,222,22,2131.75,9,2132.0,64
2016-09-20 08:01:00,08:01:06,08:01:49,12386,12793,2131.75,25,2132.0,75,2131.75,2132.0,2131.5,2132.0,269,17,2131.75,62,2132.0,5
2016-09-20 08:02:00,08:02:01,08:02:41,12835,13003,2131.75,64,2132.0,14,2131.75,2132.0,2131.75,2131.75,87,7,2131.75,44,2132.0,24
2016-09-20 08:03:00,08:03:00,08:03:36,13033,13235,2131.75,52,2132.0,42,2132.0,2132.25,2131.75,2132.0,138,0,2132.0,19,2132.25,129
2016-09-20 08:04:00,08:04:04,08:04:49,13261,13474,2132.0,22,2132.25,126,2132.0,2132.0,2131.75,2132.0,159,53,2132.0,63,2132.25,94
2016-09-20 08:05:00,08:05:00,08:05:48,13481,13720,2132.0,65,2132.25,98,2132.25,2132.25,2132.0,2132.0,169,7,2131.75,68,2132.0,42
2016-09-20 08:06:00,08:06:02,08:06:53,13742,14092,2131.75,55,2132.0,52,2131.75,2132.25,2131.75,2132.25,133,57,2132.0,50,2132.25,103
2016-09-20 08:07:00,08:07:00,08:07:59,14120,14369,2132.0,52,2132.25,101,2132.25,2132.5,2132.0,2132.5,134,124,2132.25,55,2132.5,69
2016-09-20 08:08:00,08:08:00,08:08:59,14372,14885,2132.25,54,2132.5,67,2132.5,2133.25,2132.25,2133.25,191,119,2133.0,45,2133.25,53
2016-09-20 08:09:00,08:09:00,08:09:58,14888,15477,2133.0,46,2133.25,54,2133.25,2133.5,2132.75,2132.75,265,-41,2132.5,79,2133.0,103
2016-09-20 08:10:00,08:10:13,08:10:59,15555,15846,2132.5,62,2132.75,76,2132.75,2133.0,2132.5,2133.0,219,77,2132.75,69,2133.0,17
2016-09-20 08:11:00,08:11:12,08:11:55,15898,16050,2132.75,62,2133.0,45,2133.0,2133.0,2132.75,2132.75,45,-25,2132.5,76,2133.0,78
2016-09-20 08:12:00,08:12:09,08:12:58,16110,16362,2132.5,58,2132.75,79,2132.5,2132.75,2132.5,2132.5,131,-59,2132.5,30,2132.75,76
2016-09-20 08:13:00,08:13:10,08:13:54,16386,16610,2132.5,49,2132.75,55,2132.75,2132.75,2132.5,2132.5,72,46,2132.5,40,2132.75,70
2016-09-20 08:14:00,08:14:12,08:14:58,16628,16777,2132.5,53,2132.75,68,2132.75,2132.75,2132.5,2132.5,77,49,2132.5,28,2132.75,59
2016-09-20 08:15:00,08:15:00,08:15:49,16799,16996,2132.5,13,2132.75,65,2132.5,2133.0,2132.5,2133.0,96,72,2133.0,1,2133.25,77
2016-09-20 08:16:00,08:16:02,08:16:51,17058,17403,2133.0,44,2133.25,39,2133.25,2133.5,2133.0,2133.25,79,19,2133.0,54,2133.25,14
2016-09-20 08:17:00,08:17:04,08:17:55,17413,17697,2133.0,54,2133.25,27,2133.25,2133.25,2132.75,2132.75,58,26,2132.75,49,2133.0,30
2016-09-20 08:18:00,08:18:02,08:18:54,17710,17879,2132.75,46,2133.0,47,2133.0,2133.0,2132.75,2132.75,45,13,2132.75,55,2133.0,12
2016-09-20 08:19:00,08:19:09,08:19:53,17887,18132,2132.75,55,2133.0,13,2133.0,2133.0,2132.5,2132.5,94,-38,2132.5,60,2132.75,30
2016-09-20 08:20:00,08:20:01,08:20:50,18147,18403,2132.5,53,2132.75,40,2132.5,2132.75,2132.5,2132.5,113,19,2132.25,73,2132.75,75
2016-09-20 08:21:00,08:21:05,08:21:39,18440,18565,2132.25,69,2132.5,20,2132.5,2132.75,2132.5,2132.5,25,7,2132.25,72,2132.5,4
2016-09-20 08:22:00,08:22:01,08:22:57,18612,18834,2132.25,72,2132.5,8,2132.5,2132.75,2132.5,2132.5,42,12,2132.5,21,2132.75,56
2016-09-20 08:23:00,08:23:01,08:23:53,18856,18906,2132.5,43,2132.75,49,2132.75,2132.75,2132.5,2132.5,7,1,2132.5,42,2132.75,62
2016-09-20 08:24:00,08:24:06,08:24:06,18942,18942,2132.5,33,2132.75,68,2132.5,2132.5,2132.5,2132.5,5,-5,2132.5,28,2132.75,63
2016-09-20 08:25:00,08:25:00,08:25:51,18975,19327,2132.5,42,2132.75,59,2132.75,2133.25,2132.75,2133.0,161,67,2132.75,69,2133.0,1
2016-09-20 08:26:00,08:26:04,08:26:44,19364,19471,2132.75,65,2133.0,25,2133.0,2133.25,2133.0,2133.0,20,12,2133.0,43,2133.25,69
